SBS1	SBS2	SBS5	SBS6	SBS7a	SBS7b	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS19	SBS20	SBS21	SBS23	SBS24	SBS25	SBS26	SBS28	SBS30	SBS31	SBS32	SBS33	SBS37	SBS38	SBS39	SBS40	SBS42	SBS43	SBS44	SBS45	SBS46	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS91	SBS92	SBS93	virus	type
Orthopox_96N109-N123	0.207547169811321	0.169811320754717	0.320754716981132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30188679245283	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N109-N123
Orthopox_96N11-S71	0.0357142857142857	0	0.135714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114285714285714	0	0	0	0	0.207142857142857	0	0	0	0	0	0	0	0	0.114285714285714	0	0	0	0	0.228571428571429	Orthopox_96	Orthopox_96N11-S71
Orthopox_96N11-S76	0.162337662337662	0	0.344155844155844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0974025974025974	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	Orthopox_96	Orthopox_96N11-S76
Orthopox_96N110-N111	0.168539325842697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191011235955056	0	0	0	0	0	0	0	0	0	0	0.640449438202247	0	Orthopox_96	Orthopox_96N110-N111
Orthopox_96N110-N120	0	0.0769230769230769	0.369230769230769	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215384615384615	0	0	0	0	0	0	0	0	0.184615384615385	0	0	0	0	0	Orthopox_96	Orthopox_96N110-N120
Orthopox_96N111-N112	0.0515463917525773	0.103092783505155	0.0206185567010309	0	0	0	0	0	0	0	0.11340206185567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144329896907216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278350515463918	0.288659793814433	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N111-N112
Orthopox_96N111-N119	0.152737752161383	0.175792507204611	0.0835734870317003	0	0	0	0	0	0	0	0	0	0.207492795389049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195965417867435	0	0	0	0	0	0	0	0	0	0	0.184438040345821	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N111-N119
Orthopox_96N112-N113	0.0482758620689655	0.110344827586207	0.268965517241379	0.137931034482759	0	0	0	0	0	0	0	0	0.16551724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268965517241379	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N112-N113
Orthopox_96N112-S130	0.106666666666667	0.153333333333333	0.35	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N112-S130
Orthopox_96N113-N114	0.0459770114942529	0	0.229885057471264	0	0	0	0	0	0	0	0.0919540229885057	0	0.264367816091954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241379310344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126436781609195	0	0	0	0	0	Orthopox_96	Orthopox_96N113-N114
Orthopox_96N113-N118	0.124260355029586	0.171597633136095	0.301775147928994	0	0	0	0	0	0	0	0.0887573964497041	0	0.313609467455621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N113-N118
Orthopox_96N114-N115	0.140845070422535	0.0845070422535211	0.23943661971831	0	0	0	0.126760563380282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408450704225352	0	Orthopox_96	Orthopox_96N114-N115
Orthopox_96N115-S161	0.0782122905027933	0.156424581005587	0.424581005586592	0	0	0	0	0	0	0	0	0	0.340782122905028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N115-S161
Orthopox_96N115-S163	0.128342245989305	0.155080213903743	0.459893048128342	0	0	0	0	0	0	0	0	0	0.13903743315508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117647058823529	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N115-S163
Orthopox_96N116-N117	0.0862068965517241	0.206896551724138	0.327586206896552	0	0	0	0	0	0	0	0.137931034482759	0	0	0	0	0	0	0	0	0	0.241379310344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N116-N117
Orthopox_96N116-S162	0.0950570342205323	0.14828897338403	0.418250950570342	0	0	0	0	0	0	0	0	0	0.163498098859316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174904942965779	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N116-S162
Orthopox_96N117-S164	0.074468085106383	0.154255319148936	0.526595744680851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101063829787234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143617021276596	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N117-S164
Orthopox_96N117-S165	0.0967741935483871	0.182795698924731	0.220430107526882	0	0	0	0	0	0	0	0	0	0.236559139784946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263440860215054	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N117-S165
Orthopox_96N12-N13	0.148305084745763	0	0.406779661016949	0	0	0	0	0	0	0	0	0	0.322033898305085	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122881355932203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N12-N13
Orthopox_96N12-N239	0.139784946236559	0	0.460215053763441	0	0	0	0	0	0	0	0	0	0.240860215053763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881720430107527	0	0	0	0	0	0	0	0	0	0	0	0.0709677419354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N12-N239
Orthopox_96N120-N121	0.214285714285714	0.180952380952381	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.280952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N120-N121
Orthopox_96N120-N122	0.048689138576779	0.0823970037453183	0.0149812734082397	0	0	0	0	0	0	0	0	0	0.337078651685393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183520599250936	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N120-N122
Orthopox_96N121-S134	0.0608365019011407	0.14828897338403	0.110266159695817	0.121673003802281	0	0	0	0	0	0	0	0	0.239543726235741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0722433460076046	0	0	0	0	0	0	0	0.247148288973384	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N121-S134
Orthopox_96N121-S171	0.149425287356322	0.132183908045977	0.46551724137931	0	0	0	0	0	0	0	0	0	0.252873563218391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N121-S171
Orthopox_96N123-N124	0.183098591549296	0.140845070422535	0.126760563380282	0	0	0	0	0	0	0	0.225352112676056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323943661971831	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N123-N124
Orthopox_96N123-N177	0.06426735218509	0.115681233933162	0.167095115681234	0	0	0	0	0	0	0	0.077120822622108	0	0.275064267352185	0	0	0	0	0	0.118251928020566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182519280205656	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N123-N177
Orthopox_96N124-N125	0.24	0.18	0.36	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N124-N125
Orthopox_96N124-N168	0.196153846153846	0.0961538461538462	0.307692307692308	0	0	0	0	0	0	0	0	0	0.211538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188461538461538	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N124-N168
Orthopox_96N125-N126	0.170731707317073	0.117073170731707	0.375609756097561	0	0	0	0	0	0	0	0	0	0.175609756097561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160975609756098	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N125-N126
Orthopox_96N125-N147	0.0878048780487805	0.141463414634146	0.395121951219512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375609756097561	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N125-N147
Orthopox_96N126-N127	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0	0.321428571428571	0	0	0.178571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N126-N127
Orthopox_96N126-S160	0.016260162601626	0.219512195121951	0.268292682926829	0.130081300813008	0	0	0	0	0	0	0.121951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24390243902439	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N126-S160
Orthopox_96N127-N128	0.133333333333333	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N127-N128
Orthopox_96N127-S151	0.144067796610169	0.161016949152542	0.338983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355932203389831	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N127-S151
Orthopox_96N128-S155	0.0727272727272727	0.136363636363636	0.3	0	0	0	0	0	0	0	0.118181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.172727272727273	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N128-S155
Orthopox_96N129-S159	0.0923076923076923	0.115384615384615	0.476923076923077	0	0	0	0	0	0	0	0.0923076923076923	0	0.223076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N129-S159
Orthopox_96N13-N14	0.0684931506849315	0	0.753424657534247	0	0	0	0	0	0	0	0	0	0.178082191780822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N13-N14
Orthopox_96N13-N198	0.179347826086957	0	0.298913043478261	0	0	0	0	0	0	0	0	0	0.364130434782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157608695652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N13-N198
Orthopox_96N130-N131	0.128205128205128	0	0.230769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282051282051282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358974358974359	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N130-N131
Orthopox_96N132-N133	0.078740157480315	0.110236220472441	0.251968503937008	0	0	0	0	0	0	0	0	0	0.283464566929134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275590551181102	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N132-N133
Orthopox_96N132-S133	0.0714285714285714	0.142857142857143	0.294642857142857	0	0	0	0	0	0	0	0.0714285714285714	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169642857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N132-S133
Orthopox_96N137-N138	0.205128205128205	0.128205128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205128205128205	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N137-N138
Orthopox_96N137-S145	0.0652173913043478	0.13768115942029	0.326086956521739	0	0	0	0	0	0	0	0.0797101449275362	0	0.304347826086957	0	0	0	0	0	0	0	0	0.0869565217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N137-S145
Orthopox_96N138-S146	0.18705035971223	0.0863309352517986	0.381294964028777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100719424460432	0	0	0.244604316546763	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N138-S146
Orthopox_96N138-S215	0.164835164835165	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0.417582417582418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263736263736264	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N138-S215
Orthopox_96N139-S213	0.113207547169811	0.10377358490566	0.405660377358491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132075471698113	0	0.245283018867925	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N139-S213
Orthopox_96N139-S214	0.123809523809524	0.123809523809524	0.371428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N139-S214
Orthopox_96N14-N151	0.170873786407767	0	0.518446601941748	0	0	0	0	0	0	0	0	0	0.190291262135922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120388349514563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N14-N151
Orthopox_96N14-N98	0.0705882352941176	0	0.380392156862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0.372549019607843	0	Orthopox_96	Orthopox_96N14-N98
Orthopox_96N140-N146	0.151515151515152	0.272727272727273	0.363636363636364	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N140-N146
Orthopox_96N141-N145	0.0277777777777778	0.277777777777778	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N141-N145
Orthopox_96N142-N143	0.114285714285714	0	0.342857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114285714285714	0	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857142857142857	0	0	0	0	0	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N142-N143
Orthopox_96N142-N144	0.0769230769230769	0	0.102564102564103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179487179487179	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N142-N144
Orthopox_96N143-S150	0.0902255639097744	0.172932330827068	0.24812030075188	0	0	0	0	0	0	0	0.0827067669172932	0	0.255639097744361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150375939849624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N143-S150
Orthopox_96N143-S156	0.099290780141844	0.0921985815602837	0.269503546099291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156028368794326	0	0	0.382978723404255	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N143-S156
Orthopox_96N144-S153	0.045045045045045	0.135135135135135	0.297297297297297	0.144144144144144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378378378378378	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N144-S153
Orthopox_96N144-S157	0.0402684563758389	0.147651006711409	0.36241610738255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214765100671141	0	0	0.23489932885906	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N144-S157
Orthopox_96N145-S154	0.0681818181818182	0.128787878787879	0.340909090909091	0	0	0	0	0	0	0	0	0	0.159090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N145-S154
Orthopox_96N145-S170	0.1015625	0	0.25	0	0	0	0	0	0	0	0	0	0.2421875	0	0	0	0	0	0.140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265625	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N145-S170
Orthopox_96N146-S152	0.0826446280991736	0.0991735537190083	0.471074380165289	0	0	0	0	0	0	0	0	0	0.347107438016529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N146-S152
Orthopox_96N146-S158	0.118110236220472	0.110236220472441	0.433070866141732	0	0	0	0	0	0	0	0.125984251968504	0	0.21259842519685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N146-S158
Orthopox_96N147-N148	0.177570093457944	0.196261682242991	0.495327102803738	0	0	0	0	0	0	0	0	0	0.130841121495327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N147-N148
Orthopox_96N147-N158	0.110481586402266	0.135977337110482	0	0	0	0	0	0	0	0	0	0	0.24929178470255	0	0	0	0	0	0.169971671388102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334277620396601	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N147-N158
Orthopox_96N148-N149	0.104972375690608	0.162062615101289	0.349907918968692	0	0	0	0	0	0	0	0.10865561694291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773480662983425	0	0	0.197053406998158	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N148-N149
Orthopox_96N148-N157	0.0505050505050505	0	0.434343434343434	0	0	0	0	0	0	0	0	0	0.262626262626263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252525252525253	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N148-N157
Orthopox_96N15-N163	0.128133704735376	0.0863509749303621	0.228412256267409	0	0	0	0	0	0	0	0	0	0.192200557103064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197771587743733	0	0	0	0	0	0	0	0	0	0	0	0.167130919220056	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N15-N163
Orthopox_96N15-N84	0.126168224299065	0	0.142523364485981	0	0	0	0	0	0	0	0	0	0.338785046728972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186915887850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205607476635514	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N15-N84
Orthopox_96N150-N151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8125	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N150-N151
Orthopox_96N151-S143	0.0769230769230769	0.6	0	0	0	0	0	0	0	0	0.323076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N151-S143
Orthopox_96N152-S140	0.0846774193548387	0.221774193548387	0	0	0	0	0	0	0	0	0.17741935483871	0	0.306451612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209677419354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N152-S140
Orthopox_96N155-N156	0.0288461538461538	0.326923076923077	0.0865384615384615	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N155-N156
Orthopox_96N155-S141	0.0645161290322581	0.580645161290323	0.032258064516129	0	0	0	0	0	0	0	0.32258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N155-S141
Orthopox_96N157-S176	0.0947368421052632	0	0.389473684210526	0	0	0	0	0	0	0	0.105263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410526315789474	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N157-S176
Orthopox_96N157-S177	0.0149253731343284	0.119402985074627	0.358208955223881	0	0	0	0	0	0	0	0	0	0.238805970149254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156716417910448	0	0	0	0	0	0.111940298507463	0	0	0	0	0	Orthopox_96	Orthopox_96N157-S177
